# Program:featureCounts v1.6.2; Command:"featureCounts" "-T" "8" "-p" "-t" "exon" "-g" "gene_id" "-a" "../reference/s288c_e.gff" "-o" "../featurecount/counts.txt" "SRR453566.sorted.bam" "SRR453567.sorted.bam" "SRR453568.sorted.bam" "SRR453569.sorted.bam" "SRR453570.sorted.bam" "SRR453571.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR453566.sorted.bam	SRR453567.sorted.bam	SRR453568.sorted.bam	SRR453569.sorted.bam	SRR453570.sorted.bam	SRR453571.sorted.bam
gene_3207	NC_001142.9	209922	211577	-	1656	311	508	341	251	285	404
gene_3208	NC_001142.9	212000	217309	-	5310	1597	2336	1665	609	772	853
gene_3209	NC_001142.9	217705	218856	-	1152	231	113	72	71	72	87
gene_3210	NC_001142.9	218853	220016	-	1164	170	94	71	64	68	68
gene_3211	NC_001142.9	221390	223327	+	1938	38	42	23	63	68	85
gene_3212	NC_001142.9	225055	226737	+	1683	75	108	82	68	87	115
gene_3213	NC_001142.9	227327	227776	+	450	485	544	417	223	254	371
gene_3214	NC_001142.9	228094	228479	-	386	28	46	26	10	14	19
gene_3215	NC_001142.9	229025	230881	-	1857	146	152	101	471	609	766
gene_3216	NC_001142.9	231301	233760	+	2460	331	445	327	372	440	539
gene_3217	NC_001142.9	233939	234011	+	73	0	0	1	0	2	2
gene_3218	NC_001142.9	234320	236356	-	2037	1133	1587	1186	699	887	1030
gene_3219	NC_001142.9	237263	239086	+	1824	262	388	261	279	340	423
gene_3220	NC_001142.9	239414	241654	+	2241	211	267	194	172	217	274
gene_3221	NC_001142.9	242082	245258	+	3177	529	848	619	437	518	595
gene_3222	NC_001142.9	245591	246244	+	654	489	720	478	248	304	393
gene_3223	NC_001142.9	246490	246975	+	486	396	461	286	196	257	323
gene_3224	NC_001142.9	247255	251691	+	4437	358	465	368	273	359	399
gene_3225	NC_001142.9	251821	254442	-	2622	414	511	305	338	391	453
gene_3226	NC_001142.9	254737	256812	-	2076	341	441	301	246	311	342
gene_3227	NC_001142.9	257423	260947	+	3525	470	609	433	404	468	573
gene_3228	NC_001142.9	261080	262552	-	1473	333	527	335	191	185	291
gene_3229	NC_001142.9	262757	265051	-	2295	200	270	179	125	203	215
gene_3230	NC_001142.9	265926	268415	+	2490	61	91	42	633	701	746
gene_3231	NC_001142.9	268799	269815	+	1017	2684	4639	3364	1848	2493	3140
gene_3232	NC_001142.9	270002	272485	-	2484	337	494	341	198	234	297
gene_3233	NC_001142.9	272827	274698	+	1872	279	393	285	191	256	298
gene_3234	NC_001142.9	274862	278002	-	3141	226	298	222	376	493	499
gene_3235	NC_001142.9	278841	280655	+	1815	76	89	92	90	106	108
gene_3236	NC_001142.9	281185	283380	+	2196	339	383	227	521	662	815
gene_3237	NC_001142.9	283802	285271	-	1470	565	757	521	415	530	688
gene_3238	NC_001142.9	285558	289226	-	3669	1870	2914	2039	985	1246	1558
gene_3239	NC_001142.9	289875	290774	-	900	450	512	337	1282	1233	1583
gene_3240	NC_001142.9	291336	293981	-	2646	875	1270	1016	690	664	924
gene_3241	NC_001142.9	294047	294145	+	99	9	16	18	27	19	31
gene_3242	NC_001142.9	294666	295061	-	396	73	112	84	87	91	134
gene_3243	NC_001142.9	294799	294885	+	87	0	0	0	0	0	0
gene_3244	NC_001142.9	295245	298814	+	3570	1113	1739	1334	542	648	778
gene_3245	NC_001142.9	299157	302849	-	3693	465	767	575	601	841	1094
gene_3246	NC_001142.9	303181	305118	+	1938	331	457	310	170	227	281
gene_3247	NC_001142.9	305221	305862	-	642	162	253	146	124	138	225
gene_3248	NC_001142.9	306132	307856	+	1725	360	490	374	252	323	429
gene_3249	NC_001142.9	307971	310637	-	2667	140	193	146	214	279	313
gene_3250	NC_001142.9	310922	312706	-	1785	641	953	697	200	276	343
gene_3251	NC_001142.9	313016	313915	-	900	209	262	199	391	451	595
gene_3252	NC_001142.9	314114	314872	-	759	227	215	166	693	877	1051
gene_3253	NC_001142.9	315054	315557	-	504	150	170	124	99	128	152
gene_3254	NC_001142.9	315759	316475	-	717	475	586	441	268	303	387
gene_3255	NC_001142.9	316723	316980	+	258	241	282	213	215	249	377
gene_3256	NC_001142.9	317284	319776	+	2493	443	669	433	206	264	315
gene_3257	NC_001142.9	320016	322157	+	2142	560	787	517	326	387	444
gene_3258	NC_001142.9	323386	324720	+	1335	1185	1529	1123	650	881	1114
gene_3259	NC_001142.9	324964	326190	+	1227	143	206	123	93	126	152
gene_3260	NC_001142.9	326242	327873	-	1632	102	134	87	58	93	124
gene_3261	NC_001142.9	328118	330121	-	2004	198	214	162	475	721	836
gene_3262	NC_001142.9	330431	333073	-	2643	164	234	216	174	262	281
gene_3263	NC_001142.9	333357	334094	+	738	551	695	576	478	619	839
gene_3264	NC_001142.9	334265	335701	+	1437	677	840	568	388	480	596
gene_3265	NC_001142.9	335898	337037	+	1140	233	344	267	234	279	369
gene_3266	NC_001142.9	337884	338003	-	120	2	0	1	2	4	6
gene_3267	NC_001142.9	338271	339269	+	999	514	334	211	1972	4236	5766
gene_3268	NC_001142.9	339787	342255	+	2469	311	470	327	220	238	260
gene_3269	NC_001142.9	342522	345743	+	3222	1142	1728	1314	472	556	844
gene_3270	NC_001142.9	345973	347325	+	1353	227	286	206	201	224	344
gene_3271	NC_001142.9	347447	348637	-	1191	480	523	426	1275	1614	2304
gene_3272	NC_001142.9	349044	349178	-	135	6	5	2	4	4	5
gene_3273	NC_001142.9	349130	349233	-	104	3	2	2	1	2	2
gene_3274	NC_001142.9	349580	352108	-	2529	150	215	148	154	207	240
gene_3275	NC_001142.9	352386	353615	+	1230	256	348	217	167	206	275
gene_3276	NC_001142.9;NC_001142.9	354244;354297	354282;354332	+;+	75	0	0	0	0	0	0
gene_3277	NC_001142.9	355374	355445	+	72	0	0	0	0	1	0
gene_3278	NC_001142.9	355456	355527	+	72	0	1	0	0	0	0
gene_3279	NC_001142.9	356024	357928	+	1905	55	76	50	578	1119	1342
gene_3280	NC_001142.9	358300	359676	-	1377	377	519	326	244	291	313
gene_3281	NC_001142.9	360130	360903	+	774	5	12	6	4	9	16
gene_3282	NC_001142.9	361249	365445	+	4197	718	1045	705	767	848	1057
gene_3283	NC_001142.9;NC_001142.9	365784;365903	365784;368373	+;+	2472	713	1035	800	575	732	845
gene_3284	NC_001142.9	368748	373799	-	5052	959	1392	986	553	687	740
gene_3285	NC_001142.9	374424	374495	-	72	0	0	0	0	0	0
gene_3286	NC_001142.9	374506	374577	-	72	0	0	0	0	0	0
gene_3287	NC_001142.9	375115	375774	-	660	43	32	36	63	65	89
gene_3288	NC_001142.9	376662	377336	+	675	15	13	12	61	101	108
gene_3289	NC_001142.9	378360	378433	+	74	2	0	0	3	3	3
gene_3290	NC_001142.9	378825	380096	+	1272	285	367	285	385	562	720
gene_3291	NC_001142.9	380249	381001	-	753	128	136	110	59	72	85
gene_3292	NC_001142.9	381327	383375	+	2049	4680	6552	4254	2572	3674	4569
gene_3293	NC_001142.9	383837	386149	+	2313	637	975	777	374	452	634
gene_3294	NC_001142.9;NC_001142.9	386368;387436	387348;387438	-;-	984	349	415	262	188	269	310
gene_3295	NC_001142.9	387657	388247	+	591	188	225	145	139	175	262
gene_3296	NC_001142.9	388385	390853	-	2469	371	481	400	286	309	394
gene_3297	NC_001142.9	391043	391115	-	73	1	0	2	2	0	1
gene_3298	NC_001142.9	391311	391646	+	336	2	1	2	4	4	6
gene_3299	NC_001142.9	391833	392249	-	417	0	2	2	5	7	4
gene_3300	NC_001142.9	392404	393603	+	1200	1025	1281	1007	2075	2976	4013
gene_3301	NC_001142.9	393967	395511	+	1545	142	157	132	52	70	75
gene_3302	NC_001142.9;NC_001142.9	395931;396571	396493;396592	-;-	585	255	280	202	167	193	289
gene_3303	NC_001142.9	396726	396796	-	71	0	0	0	0	0	0
gene_3304	NC_001142.9	397355	398398	-	1044	113	115	72	160	219	234
gene_3305	NC_001142.9	398937	402410	-	3474	965	1104	752	1007	1275	1456
gene_3306	NC_001142.9	402897	404945	+	2049	257	333	280	170	214	238
gene_3307	NC_001142.9	405588	407273	+	1686	271	358	243	306	524	586
gene_3308	NC_001142.9	407558	409162	+	1605	1839	2629	1965	1012	1228	1675
gene_3309	NC_001142.9	409493	411040	-	1548	237	277	185	228	273	308
gene_3310	NC_001142.9	411234	413399	-	2166	731	999	717	447	576	756
gene_3311	NC_001142.9	414285	414770	-	486	216	280	192	64	77	109
gene_3312	NC_001142.9	414966	415038	+	73	0	0	0	0	0	0
gene_3313	NC_001142.9;NC_001142.9	415931;416001	415966;416036	-;-	72	0	0	0	0	0	0
gene_3314	NC_001142.9	417562	419562	-	2001	365	542	446	175	215	294
gene_3315	NC_001142.9	419957	421663	-	1707	1519	2362	1760	1051	1241	1681
gene_3316	NC_001142.9	422698	423012	-	315	0	2	0	1	2	2
gene_3317	NC_001142.9	422937	423009	+	73	0	0	0	0	0	0
gene_3318	NC_001142.9	423138	424109	-	972	96	152	107	103	127	160
gene_3319	NC_001142.9	424432	424515	-	84	5	2	1	0	1	1
gene_3320	NC_001142.9	425157	431237	+	6081	781	1076	754	656	907	1087
gene_3321	NC_001142.9	431589	432200	-	612	232	326	202	193	217	276
gene_3322	NC_001142.9	432644	433000	+	357	110	137	92	173	184	224
gene_3323	NC_001142.9	433221	434651	-	1431	1624	2343	1587	667	769	907
gene_3324	NC_001142.9;NC_001142.9	435163;435344	435227;435926	+;+	648	1145	1472	1073	853	1067	1490
gene_3325	NC_001142.9	436802	438610	+	1809	1105	1510	1079	518	621	754
gene_3326	NC_001142.9	438865	440646	+	1782	898	1302	899	537	598	734
gene_3327	NC_001142.9	440994	442553	-	1560	293	434	340	197	232	245
gene_3328	NC_001142.9	442909	444861	-	1953	151	197	154	155	217	252
gene_3329	NC_001142.9	445923	448025	+	2103	406	505	365	267	355	405
gene_3330	NC_001142.9	448477	448758	-	282	4	3	3	11	34	50
gene_3331	NC_001142.9	449202	450665	+	1464	359	482	367	259	314	422
gene_3332	NC_001142.9	451020	451934	+	915	900	1244	945	552	679	806
gene_3333	NC_001142.9	452430	453446	+	1017	115	106	94	1133	1430	1922
gene_3334	NC_001142.9	453683	454681	-	999	23323	32325	25662	3082	4766	6297
gene_3335	NC_001142.9	456239	457774	+	1536	5446	7355	5589	1189	1355	1737
gene_3336	NC_001142.9	458077	458361	-	285	160	191	109	98	106	137
gene_3337	NC_001142.9	458641	459426	-	786	154	213	125	125	123	169
gene_3338	NC_001142.9	459795	460418	-	624	64	84	48	66	98	112
gene_3339	NC_001142.9	460382	461593	+	1212	296	357	273	191	203	290
gene_3340	NC_001142.9	461829	462425	+	597	491	739	486	294	387	498
gene_3341	NC_001142.9	462721	464253	+	1533	701	1069	716	306	339	385
gene_3342	NC_001142.9	464451	466208	-	1758	4495	5884	4708	2527	2866	3720
gene_3343	NC_001142.9	466521	467033	-	513	436	560	441	317	331	416
gene_3344	NC_001142.9	467232	468281	-	1050	141	170	117	731	766	1058
gene_3345	NC_001142.9;NC_001142.9	468555;469264	469183;469579	-;-	945	103	130	98	163	191	259
gene_3346	NC_001142.9	469784	470113	+	330	53	40	42	27	39	42
gene_3347	NC_001142.9	470230	470964	-	735	482	603	401	329	345	516
gene_3348	NC_001142.9	471138	471671	-	534	1094	1325	930	481	530	683
gene_3349	NC_001142.9	472760	478028	+	5269	424	563	375	247	237	243
gene_3350	NC_001142.9	472760	474082	+	1323	0	0	0	0	0	0
gene_3351	NC_001142.9	478344	483612	+	5269	173	205	106	80	67	94
gene_3352	NC_001142.9	478344	479666	+	1323	0	0	0	0	0	0
gene_3353	NC_001142.9	483959	486196	-	2238	276	445	311	173	238	281
gene_3354	NC_001142.9	486586	490812	-	4227	438	605	461	310	386	432
gene_3355	NC_001142.9	491081	492262	+	1182	339	521	368	211	301	347
gene_3356	NC_001142.9	492378	496451	-	4074	274	395	296	382	488	482
gene_3357	NC_001142.9	496683	497009	+	327	132	149	95	105	145	158
gene_3358	NC_001142.9	497355	500612	+	3258	218	259	210	269	342	474
gene_3359	NC_001142.9	500713	503391	-	2679	73	87	63	100	137	209
gene_3360	NC_001142.9	503936	507301	+	3366	124	172	108	228	288	327
gene_3361	NC_001142.9	507746	510085	+	2340	368	591	410	220	263	329
gene_3362	NC_001142.9	510239	513763	-	3525	389	643	454	164	209	255
gene_3363	NC_001142.9	514055	516289	+	2235	861	1157	850	512	534	735
gene_3364	NC_001142.9	516461	517513	-	1053	219	361	236	110	152	174
gene_3365	NC_001142.9	517813	517884	-	72	0	0	0	0	0	1
gene_3366	NC_001142.9	518763	519185	-	423	434	557	380	356	417	568
gene_3367	NC_001142.9	519638	521602	-	1965	5976	7699	5739	4886	6477	8144
gene_3368	NC_001142.9	522048	523862	+	1815	388	534	369	327	414	560
gene_3369	NC_001142.9	524012	524093	-	82	1	1	1	1	1	0
gene_3370	NC_001142.9	524908	525381	-	474	5	5	3	0	1	3
gene_3371	NC_001142.9	526335	526664	+	330	2873	3007	2463	1795	2019	2453
gene_3372	NC_001142.9	526884	528476	-	1593	241	408	264	310	350	499
gene_3373	NC_001142.9	528697	529404	+	708	117	147	119	117	130	187
gene_3374	NC_001142.9	529861	531366	+	1506	317	428	275	279	346	451
gene_3375	NC_001142.9	531828	531898	+	71	1	0	1	0	2	0
gene_3376	NC_001142.9	532062	533759	+	1698	270	304	228	235	279	391
gene_3377	NC_001142.9	534027	535751	+	1725	111	162	117	63	86	91
gene_3378	NC_001142.9	536056	537549	+	1494	283	372	269	145	135	170
gene_3379	NC_001142.9	538555	538626	+	72	0	0	0	0	0	0
gene_3380	NC_001142.9	538772	539266	+	495	75	108	88	64	89	106
gene_3381	NC_001142.9	541508	541579	+	72	2	0	0	1	0	2
gene_3382	NC_001142.9	541792	542502	-	711	90	133	88	116	123	137
gene_3383	NC_001142.9;NC_001142.9	542956;543006	542991;543044	-;-	75	0	0	0	0	0	0
gene_3384	NC_001142.9	544062	544712	+	651	188	240	176	111	138	182
gene_3385	NC_001142.9	544732	545175	-	444	149	186	113	113	130	144
gene_3386	NC_001142.9	545787	548243	+	2457	527	656	515	515	689	837
gene_3387	NC_001142.9	548759	549814	+	1056	226	340	239	234	232	346
gene_3388	NC_001142.9	550511	553318	+	2808	210	299	192	479	566	676
gene_3389	NC_001142.9	553476	554849	-	1374	202	253	178	149	187	243
gene_3390	NC_001142.9	555195	555572	+	378	266	358	248	102	99	149
gene_3391	NC_001142.9	555914	557602	+	1689	1601	2365	1693	802	966	1250
gene_3392	NC_001142.9	557809	559158	-	1350	908	1233	804	700	876	1068
gene_3393	NC_001142.9	559416	566828	+	7413	510	791	590	389	490	559
gene_3394	NC_001142.9	567019	567444	-	426	122	178	110	108	96	144
gene_3395	NC_001142.9	567643	568704	+	1062	330	447	313	229	265	352
gene_3396	NC_001142.9	568806	569399	-	594	417	574	424	158	207	274
gene_3397	NC_001142.9	569621	570598	-	978	1322	1859	1412	399	504	693
gene_3398	NC_001142.9	570967	572124	-	1158	465	668	508	327	407	529
gene_3399	NC_001142.9	572315	572935	-	621	2042	2740	2007	1180	1124	1380
gene_3400	NC_001142.9	573095	573751	+	657	333	413	346	272	333	452
gene_3401	NC_001142.9	573981	575171	+	1191	914	1273	848	383	504	648
gene_3402	NC_001142.9	575354	576601	-	1248	971	1251	986	592	673	858
gene_3403	NC_001142.9	577255	578190	-	936	2649	3217	2331	2316	2567	3211
gene_3404	NC_001142.9	578860	580221	+	1362	349	355	273	157	146	198
gene_3405	NC_001142.9;NC_001142.9	580205;581053	580347;581239	+;+	330	18	19	8	11	16	20
gene_3406	NC_001142.9	580432	581616	-	1185	376	448	320	380	446	571
gene_3407	NC_001142.9	581914	582255	-	342	233	265	198	220	268	351
gene_3408	NC_001142.9	582608	583537	-	930	92	146	108	97	108	183
gene_3409	NC_001142.9	583733	585004	+	1272	238	298	219	170	190	225
gene_3410	NC_001142.9	585120	585437	-	318	382	467	316	654	732	1058
gene_3411	NC_001142.9	586068	586400	+	333	198	251	154	155	175	235
gene_3412	NC_001142.9	586495	587373	-	879	357	520	328	258	278	394
gene_3413	NC_001142.9	587718	590582	+	2865	265	415	290	367	448	577
gene_3414	NC_001142.9	590872	594327	-	3456	516	707	521	345	410	550
gene_3415	NC_001142.9	595061	598336	-	3276	630	867	632	593	676	910
gene_3416	NC_001142.9	598735	603078	+	4344	689	1068	759	471	540	644
gene_3417	NC_001142.9	603220	604203	-	984	174	229	180	145	158	219
gene_3418	NC_001142.9	604569	605651	-	1083	26	32	27	81	144	136
gene_3419	NC_001142.9	605936	607424	-	1489	57	73	40	484	1172	1289
gene_3420	NC_001142.9;NC_001142.9	608305;608582	608306;608858	+;+	279	3059	4256	2896	763	864	1316
gene_3421	NC_001142.9	609773	610741	+	969	5	8	6	1777	1852	2388
gene_3422	NC_001142.9	611195	612043	+	849	167	126	99	668	1158	1566
gene_3423	NC_001142.9	612413	612931	+	519	214	271	165	91	135	184
gene_3424	NC_001142.9	613186	615156	-	1971	136	179	106	99	81	146
gene_3425	NC_001142.9	615576	616286	+	711	124	172	152	183	205	252
gene_3426	NC_001142.9	616351	617334	-	984	271	316	219	194	246	340
gene_3427	NC_001142.9;NC_001142.9	617919;617976	617956;618019	+;+	82	0	0	0	0	0	0
gene_3428	NC_001142.9	618234	619034	+	801	530	625	420	208	278	401
gene_3429	NC_001142.9	619157	619765	-	609	115	133	116	100	134	171
gene_3430	NC_001142.9	620754	622490	+	1737	314	389	279	446	558	692
gene_3431	NC_001142.9	622550	623014	-	465	4188	5673	4106	2545	3055	3811
gene_3432	NC_001142.9	623581	624603	+	1023	3139	4298	3206	1222	1375	1819
gene_3433	NC_001142.9	624838	627015	+	2178	200	264	178	155	190	203
gene_3434	NC_001142.9	627340	628326	+	987	176	205	164	147	171	218
gene_3435	NC_001142.9	628712	629083	+	372	19	14	8	28	32	37
gene_3436	NC_001142.9	629585	632941	-	3357	3004	4308	3352	5218	6349	6853
gene_3437	NC_001142.9	633615	635681	+	2067	298	402	256	187	243	314
gene_3438	NC_001142.9	635855	636706	-	852	193	190	147	148	156	216
gene_3439	NC_001142.9	637030	637635	+	606	113	130	111	84	87	121
gene_3440	NC_001142.9;NC_001142.9	637790;637859	637809;638168	+;+	330	109	165	118	95	115	157
gene_3441	NC_001142.9	638232	638975	-	744	524	579	428	458	472	688
gene_3442	NC_001142.9	639942	640451	+	510	29	41	35	156	190	183
gene_3443	NC_001142.9	640825	641664	+	840	107	146	114	99	129	134
gene_3444	NC_001142.9	642007	643368	+	1362	1067	1508	1012	806	1123	1177
gene_3445	NC_001142.9	643490	644101	-	612	449	645	445	194	239	346
gene_3446	NC_001142.9	644304	646490	-	2187	103	124	104	145	234	219
gene_3447	NC_001142.9	647126	647476	+	351	125	144	95	129	132	161
gene_3448	NC_001142.9	647607	649142	+	1536	6199	7736	5771	7001	7987	9502
gene_3449	NC_001142.9	649776	651269	+	1494	356	447	353	244	331	349
gene_3450	NC_001142.9	651901	652578	+	678	16893	22927	17656	4986	6181	7737
gene_3451	NC_001142.9	652892	654238	-	1347	301	449	322	85	119	151
gene_3452	NC_001142.9	654737	655963	-	1227	478	613	443	574	635	832
gene_3453	NC_001142.9	656254	658689	-	2436	564	729	530	413	644	890
gene_3454	NC_001142.9	658917	663059	-	4143	520	660	492	306	425	579
gene_3455	NC_001142.9	662921	663280	+	360	22	16	15	12	11	26
gene_3456	NC_001142.9	663749	663942	+	194	20	29	18	11	28	32
gene_3457	NC_001142.9	664000	665019	-	1020	76	100	83	82	122	140
gene_3458	NC_001142.9	665218	667137	-	1920	399	565	384	536	728	895
gene_3459	NC_001142.9	667644	669293	+	1650	225	320	250	232	269	318
gene_3460	NC_001142.9	669522	672668	+	3147	642	852	657	413	453	634
gene_3461	NC_001142.9	672991	673620	+	630	382	422	311	302	354	444
gene_3462	NC_001142.9	673729	675852	-	2124	430	613	409	350	485	650
gene_3463	NC_001142.9	676059	676778	-	720	66	85	55	66	90	110
gene_3464	NC_001142.9	676971	677234	+	264	279	354	212	166	186	299
gene_3465	NC_001142.9	677441	678706	-	1266	124	155	103	119	121	175
gene_3466	NC_001142.9	678957	683285	-	4329	8133	12059	9321	3328	4182	5173
gene_3467	NC_001142.9	684567	689321	+	4755	312	454	319	311	429	524
gene_3468	NC_001142.9	689445	690524	-	1080	2696	3922	2807	1344	1554	2010
gene_3469	NC_001142.9	690750	695696	-	4947	354	509	379	278	351	424
gene_3470	NC_001142.9	695906	696949	+	1044	158	218	134	121	139	173
gene_3471	NC_001142.9	697141	698169	+	1029	273	320	212	182	222	272
gene_3472	NC_001142.9	698326	700614	-	2289	1830	2639	1810	539	647	777
gene_3473	NC_001142.9	700882	701691	+	810	378	490	357	349	409	613
gene_3474	NC_001142.9;NC_001142.9	702027;703055	702798;703068	-;-	786	8867	11747	9206	2509	2992	3906
gene_3475	NC_001142.9	703885	704238	+	354	14	15	12	32	29	33
gene_3476	NC_001142.9	704196	705272	+	1077	301	440	337	98	107	138
gene_3477	NC_001142.9	705744	706874	+	1131	258	280	191	712	954	1259
gene_3478	NC_001142.9	707160	708374	+	1215	106	116	79	152	224	301
gene_3479	NC_001142.9	708811	709707	-	897	1	1	3	9	24	17
gene_3480	NC_001142.9	712255	715740	-	3486	72	86	69	187	228	269
gene_3481	NC_001142.9	717580	717630	+	51	0	0	0	1	2	1
gene_3482	NC_001142.9	719666	721297	+	1632	110	150	114	129	183	271
gene_3483	NC_001142.9	722815	723900	+	1086	60	80	55	43	68	83
gene_3484	NC_001142.9	725784	726824	+	1041	85	120	69	105	109	152
gene_3485	NC_001142.9	727405	728271	+	867	104	130	100	209	309	392
gene_3486	NC_001142.9	728574	729596	-	1023	30	32	10	62	85	89
gene_3487	NC_001142.9	732440	734143	+	1704	0	0	0	1	0	2
gene_3488	NC_001142.9	736044	737117	+	1074	4	4	5	9	7	13
gene_3489	NC_001142.9	738008	739816	-	1809	15	12	7	17	20	28
gene_3490	NC_001142.9	742848	743999	-	1152	104	145	83	102	116	121
gene_3491	NC_001143.9	1810	2181	-	372	0	0	0	0	0	0
gene_3492	NC_001143.9	3503	5620	-	2118	130	193	159	139	195	214
gene_3493	NC_001143.9	6107	7528	+	1422	14	14	19	87	149	148
gene_3494	NC_001143.9	9091	11226	-	2136	83	225	76	72	85	79
gene_3495	NC_001143.9	14485	15708	+	1224	187	253	202	137	153	229
gene_3496	NC_001143.9	17359	18339	-	981	555	739	566	172	204	203
gene_3497	NC_001143.9	22234	24084	+	1851	81	70	44	15665	23075	30808
gene_3498	NC_001143.9	25215	26159	+	945	1138	1564	1129	311	380	573
gene_3499	NC_001143.9	26827	30687	-	3861	395	566	436	388	483	511
gene_3500	NC_001143.9	31082	31693	-	612	154	234	142	129	178	199
gene_3501	NC_001143.9	31960	34107	-	2148	600	816	567	442	597	659
gene_3502	NC_001143.9	34543	36414	+	1872	1228	1800	1299	507	569	701
gene_3503	NC_001143.9	36699	38153	-	1455	1041	1515	1190	530	622	787
gene_3504	NC_001143.9	38811	38911	+	101	3	6	6	0	1	5
gene_3505	NC_001143.9	39163	42237	+	3075	2436	3773	2819	2555	3409	4022
gene_3506	NC_001143.9	42423	46295	-	3873	1859	2870	2121	611	543	617
gene_3507	NC_001143.9	46735	46806	-	72	1	0	0	1	0	0
gene_3508	NC_001143.9	47157	47972	+	816	124	143	86	122	146	178
gene_3509	NC_001143.9	48194	48955	+	762	765	1068	680	442	435	659
gene_3510	NC_001143.9	49006	49809	-	804	209	288	205	158	172	248
gene_3511	NC_001143.9	50051	53353	+	3303	629	974	656	258	341	385
gene_3512	NC_001143.9	53704	55602	+	1899	401	629	456	398	434	550
gene_3513	NC_001143.9	55935	63359	-	7425	521	833	595	448	515	693
gene_3514	NC_001143.9	63930	67466	-	3537	552	713	474	632	874	1094
gene_3515	NC_001143.9	68232	70220	-	1989	290	366	261	354	423	539
gene_3516	NC_001143.9	70734	73865	-	3132	201	323	213	351	399	458
gene_3517	NC_001143.9	74624	74697	+	74	3	3	2	0	0	0
gene_3518	NC_001143.9	74932	75534	-	603	1115	1530	910	629	806	1108
gene_3519	NC_001143.9	75821	77032	+	1212	1736	2097	1493	1413	1576	2182
gene_3520	NC_001143.9	77258	78646	-	1389	226	312	203	162	219	222
gene_3521	NC_001143.9	78866	79882	-	1017	168	234	146	238	276	403
gene_3522	NC_001143.9	80160	80537	-	378	715	908	631	537	603	806
gene_3523	NC_001143.9	81035	82639	+	1605	587	833	633	376	420	545
gene_3524	NC_001143.9;NC_001143.9	82947;83075	82998;83550	+;+	528	477	587	446	355	391	581
gene_3525	NC_001143.9	84208	84291	+	84	0	0	0	0	0	0
gene_3526	NC_001143.9	84704	85903	+	1200	128	162	120	175	187	222
gene_3527	NC_001143.9	86225	88786	-	2562	95	95	78	706	914	1098
gene_3528	NC_001143.9	89284	91536	-	2253	119	153	102	2201	3046	3307
gene_3529	NC_001143.9	92744	93298	-	555	291	413	303	245	335	413
gene_3530	NC_001143.9	94499	96265	+	1767	506	717	544	481	603	765
gene_3531	NC_001143.9	96757	98157	+	1401	481	675	463	393	423	542
gene_3532	NC_001143.9	98395	98607	-	213	9	13	4	4	3	10
gene_3533	NC_001143.9	98721	99641	+	921	238	270	223	64	87	103
gene_3534	NC_001143.9	100671	106826	+	6156	6318	8184	5843	11551	15555	18248
gene_3535	NC_001143.9	107316	108599	+	1284	1781	2404	1801	797	1041	1288
gene_3536	NC_001143.9;NC_001143.9	109269;109884	109577;110129	+;+	555	4583	6434	4672	1476	1709	2003
gene_3537	NC_001143.9	110464	112503	-	2040	459	586	451	362	445	573
gene_3538	NC_001143.9	113215	114627	-	1413	54	57	24	92	106	114
gene_3539	NC_001143.9	115500	117986	-	2487	728	924	671	546	719	793
gene_3540	NC_001143.9	118793	120304	+	1512	639	833	625	484	573	708
gene_3541	NC_001143.9	120380	122236	-	1857	327	458	298	195	243	311
gene_3542	NC_001143.9	122517	125543	+	3027	385	483	370	308	369	514
gene_3543	NC_001143.9	125759	127042	+	1284	1358	1928	1455	549	658	992
gene_3544	NC_001143.9	127475	130261	+	2787	254	309	219	489	654	685
gene_3545	NC_001143.9	130634	131050	+	417	365	445	270	237	301	384
gene_3546	NC_001143.9	131288	133462	-	2175	184	240	158	204	215	305
gene_3547	NC_001143.9	133721	134134	-	414	266	319	209	173	174	307
gene_3548	NC_001143.9	134509	135705	-	1197	349	540	373	144	168	237
gene_3549	NC_001143.9	137932	140691	-	2760	772	1072	667	309	327	407
gene_3550	NC_001143.9	141018	141089	-	72	0	2	3	0	0	0
gene_3551	NC_001143.9	141794	142819	-	1026	2040	2987	2196	1504	1690	1975
gene_3552	NC_001143.9	144401	145378	+	978	60	76	41	1259	2063	2612
gene_3553	NC_001143.9	147630	148838	-	1209	46	58	34	122	164	187
gene_3554	NC_001143.9	149386	150687	-	1302	210	142	98	179	198	240
gene_3555	NC_001143.9	153269	153706	+	438	564	707	514	391	395	581
gene_3556	NC_001143.9	153816	154451	-	636	87	72	48	74	98	120
gene_3557	NC_001143.9;NC_001143.9	154991;155655	155271;158232	+;+	2859	1121	1389	1034	1169	1387	1713
gene_3558	NC_001143.9;NC_001143.9	158613;158967	158615;159212	+;+	249	2104	2917	2091	628	769	995
gene_3559	NC_001143.9	159456	161342	-	1887	454	581	400	271	303	418
gene_3560	NC_001143.9	161601	162335	+	735	373	517	340	122	178	180
gene_3561	NC_001143.9	162487	162558	-	72	1	2	2	1	1	3
gene_3562	NC_001143.9	163642	164385	-	744	27797	38040	28071	8668	16570	20418
gene_3563	NC_001143.9	164917	165930	-	1014	221	221	177	560	851	1112
gene_3564	NC_001143.9	166544	167452	+	909	1200	1217	928	2176	2741	3506
gene_3565	NC_001143.9	167612	168829	-	1218	137	179	143	211	262	344
